CODENAME        OSARCH        CATEGORY                    PACKAGE                         VERSION                FILENAME                                                 MD5                                     
xenial          amd64         qt5                         qt512svg                        5.12.6                 qt512svg_5.12.6-1basyskom1_amd64.deb                     7d34ccb6030f9e2434d3b194aa548dd0        
stretch         arm64         qt5                         qt512svg                        5.12.6                 qt512svg_5.12.6-1basyskom1_arm64.deb                     094f401edaa1d960242932e170f6983d        
xenial          arm64         qt5                         qt512svg                        5.12.6                 qt512svg_5.12.6-1basyskom1_arm64.deb                     c1753bd49541cc26eccf1837747693a3        
stretch         armhf         qt5                         qt512svg                        5.12.6                 qt512svg_5.12.6-1basyskom1_armhf.deb                     f7d5f6f1fb8e742ad27979a975f2674a        
xenial          armhf         qt5                         qt512svg                        5.12.6                 qt512svg_5.12.6-1basyskom1_armhf.deb                     0299dec823ccb5a517fbc0e75fb64c42        
stretch         amd64         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_amd64.deb                   297b819f8828a41e647c8fa50f5b7824        
xenial          amd64         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_amd64.deb                   fb8896822d2c884c480c1aafe86b396f        
stretch         arm64         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_arm64.deb                   62296607f9a66454803baa9ce9f675ed        
xenial          arm64         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_arm64.deb                   95312a22698eefbe6e5f64d6ab6c9297        
stretch         armhf         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_armhf.deb                   b162c2babe3ddd560337fd9b22a29c02        
xenial          armhf         qt5                         qt512tools                      5.12.6                 qt512tools_5.12.6-1basyskom1_armhf.deb                   ebf2e309c1f944519df556bddf6f395a        
stretch         amd64         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_amd64.deb             33b8f6788d3dcb76035d8fbc036bbc7c        
xenial          amd64         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_amd64.deb             16bd3d5ca42a3e200afce948ce0da490        
stretch         arm64         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_arm64.deb             a151a6d26e2aa17f44787e84a4e6dad9        
xenial          arm64         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_arm64.deb             4128274b69cd1924069182ef6f9a0eac        
stretch         armhf         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_armhf.deb             fe0fa6b96cb241a6ffe53165a2cbd8a3        
xenial          armhf         qt5                         qt512xmlpatterns                5.12.6                 qt512xmlpatterns_5.12.6-1basyskom1_armhf.deb             0d9c594802d6658bd4082afbed1c2c70        
bionic          amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         7fd5f8b1523403d872fe525f63bfbd1a        
buster          amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         5271b2019cc7ed333abb2518487f3d98        
focal           amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         51332a5fe92633a2ec8d79f8aa56110f        
jessie          amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         ca4d22413b6016282d36dbeac0143d49        
stretch         amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         41bb8b7e9348b6740a71cd17dd7b94c1        
xenial          amd64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_amd64.deb                         8e79d82da4ad0ffd4bf2de19425af0d3        
bionic          arm64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_arm64.deb                         0f84e4dd2ec8e70cbe099da39b3c9b2a        
buster          arm64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_arm64.deb                         ea058a8d7577a97360e6059bc436821b        
focal           arm64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_arm64.deb                         b3866e5c95e5569c56c13c436f79c124        
stretch         arm64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_arm64.deb                         6ba1ad23b91d9c2da280947ee78d3e8e        
xenial          arm64         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_arm64.deb                         64575c5f3059a3ee8d8287d283897a06        
bionic          armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         6d34bca0116fe278e9818b9cee8c09b2        
buster          armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         7b59908d31c8ae2ad488d26f65986287        
focal           armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         dbb8f5c9b1382c03a02e4bca7a0d7098        
jessie          armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         7dc958415746454280b6a292c496ef7a        
stretch         armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         5cb5f727ef2e16682cf8f1d44df7d30b        
xenial          armhf         rtorrent                    rtorrent                        0.9.4                  rtorrent_0.9.4-1build1_armhf.deb                         d564a0e81826ed852d3b12b1db53dfc9        
bionic          amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         c03517ccd50e47d0ae476a245443598d        
bullseye        amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         8f780c4d1b125e2022647b48135e97d5        
buster          amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         92bc6211dc9035475d5b7cbd39c4bbf2        
focal           amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         957f3aee2cd7f295c051f4d5d294a374        
jammy           amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         b7b48dbaa08eb30a7ec7a619f205bc30        
jessie          amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         7268de177a90e36c1271530d20d7949b        
stretch         amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         ff4117c58e039d25eb817950aea45064        
xenial          amd64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_amd64.deb                         45bd0180e0ad1c80969dbac4c7e6f757        
bionic          arm64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_arm64.deb                         0661e1ad8f6a5d9357ad881599c67f8c        
buster          arm64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_arm64.deb                         ee65e37d4719a7c02051e96265cb8241        
focal           arm64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_arm64.deb                         d8cf59f28a1d6574f21ab2b5aee9fc74        
stretch         arm64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_arm64.deb                         e875ee3eba74c7a027c58ed03cfac31d        
xenial          arm64         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_arm64.deb                         e8052c8e4f257cc61559b54d570d60ed        
bionic          armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         6e1a7183d5c4a692917bf20f4a48f4a5        
buster          armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         423e6f83fdcd83dd9dfcc473626f9786        
focal           armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         c9ce512a0dd523de18537dcfde2491f9        
jessie          armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         2a7992af3081f4cb06f600d18fa73f6e        
stretch         armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         1a7a5f43fd0fb17267bae2a48bf0183a        
xenial          armhf         rtorrent                    rtorrent                        0.9.6                  rtorrent_0.9.6-1build1_armhf.deb                         a189495d1c920048148631ee379db465        
bionic          amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         3c1facb5b4c43d455b71327d03662d44        
bullseye        amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         f2d2f7194b0dc694b507d294cd722d6d        
buster          amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         96aa62abfb7e229ec65fa5075c4f28bd        
focal           amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         b3903a0ce5bd1d25a794d665e716aa87        
jammy           amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         9f911d8887c98b226297e3c60d018fba        
jessie          amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         734246621a64ea95f3f617b244215144        
stretch         amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         512c961bd0c941f35fb1ddab26baf8e5        
xenial          amd64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_amd64.deb                         d99fc666620a9610f4d33ef73e751056        
bionic          arm64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_arm64.deb                         8853c7480b4b81f2cb6a4034bb12d3b7        
buster          arm64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_arm64.deb                         0cd7c12b9520ce6ce2a9b7e7f66740a9        
focal           arm64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_arm64.deb                         f72a44dbf1f7f2bca24a18a4d86a53c7        
stretch         arm64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_arm64.deb                         5c0a4fb38582a5fd1c2f3aac206fa10c        
xenial          arm64         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_arm64.deb                         6f762fe94368b74958f11eeb2fcce375        
bionic          armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         209ff1d49a6ba2766850fec1f06f3fc0        
buster          armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         a34fa495cae513d8c923e030bbdb55b0        
focal           armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         a96654923e0125d68dec7bb6df127ed9        
jessie          armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         16f79107db8399af6c431dcfbde706b0        
stretch         armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         0882a4dc765183b4f86c5cecb6ec18bb        
xenial          armhf         rtorrent                    rtorrent                        0.9.7                  rtorrent_0.9.7-1build1_armhf.deb                         b1d63f738aefcf789f2b25d917057d9a        
bionic          amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         7dd6f5a421c879caf640503d9b42096a        
bullseye        amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         300ce2d07267b7fc0d4ed6ee3a743365        
buster          amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         d568fbb66c7ccc6aaba8d661873bd60e        
focal           amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         72e57f54bcc6c438913d10d5a576b0f3        
jammy           amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         d23d85639872f2aafcf3e4280de0cf16        
jessie          amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         03ee6b8091f67895b9c094925886b98d        
stretch         amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         0f306f7274565acdf91e7fd00a8bf1ba        
xenial          amd64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_amd64.deb                         b602a20b76d38a5267d622d97ff88239        
bionic          arm64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_arm64.deb                         dae2516c06ad4bffb0e0d57937a97d6a        
buster          arm64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_arm64.deb                         e122a430dc85649dac0080dd30db4dfe        
focal           arm64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_arm64.deb                         221da649379c2a2695f3beb4ac8c9ee5        
stretch         arm64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_arm64.deb                         f8c19df397e0644f6f1b5e9cdab9e935        
xenial          arm64         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_arm64.deb                         a4fd5f6f22a1544ba7465e9b2d459804        
bionic          armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         d1feff6b0cdd5ce653e8a2226074c09f        
buster          armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         d71525518713897b5684fff5d6b80fff        
focal           armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         ac3b3fa70959d2b34218dba8d9570109        
jessie          armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         c6c0b35f20a9ecb93fb12b2f81e582a6        
stretch         armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         0342256ed9ba47a26152bf4f02cae07b        
xenial          armhf         rtorrent                    rtorrent                        0.9.8                  rtorrent_0.9.8-1build1_armhf.deb                         3c9e22670188a6254373f17e5bf82ae5        
bionic          amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    0b66d3715a435f773c56403298cf7d5d        
bullseye        amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    0aa1953dbd08b83f66f9411ee06a7296        
buster          amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    e1dbfbe5e386a0c7608ef4bf7000a67d        
focal           amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    f640cffc5fc2bbe24a5a86ad08ad6f15        
jammy           amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    aa460f4fa8ffb8041d6596830c557c75        
jessie          amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    8af7318702f88cf94f6a7ea76228cc6a        
stretch         amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    9b1b6997718a67d7b48b3e9e4aaca095        
xenial          amd64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_amd64.deb                    36424718eea442023e2d3cf072d9c707        
bionic          arm64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_arm64.deb                    ee5e7908fa1ab01683e1f72b5453bbe8        
buster          arm64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_arm64.deb                    8814b56e2770c56d1bdba68ae6b68f89        
focal           arm64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_arm64.deb                    daf5c7c5fccdfff7ad4a6612b43e6d0e        
stretch         arm64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_arm64.deb                    23e39167387c10bd8b18c68ce49c6f81        
xenial          arm64         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_arm64.deb                    f4078e1def20bdf6f82568ae5070a367        
bionic          armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    7f59700edd66559487dd4745d6f08b53        
buster          armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    b7594437fcf8ae6b4fa73b87ca80f135        
focal           armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    9043f95fc649d8324ad399452b589359        
jessie          armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    ac4a196d249d2a70ca286116cafeb6ff        
stretch         armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    577557fc6cc6ce68dec2e54a1b1c4c42        
xenial          armhf         transmission                transmission-cli                2.94                   transmission-cli_2.94-1mod1_armhf.deb                    8515d62ae39bc2e814fb8a6500e88406        
bionic          amd64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_amd64.deb                    b87ed6e69a9fa3ed6562e99aa33afd76        
bullseye        amd64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_amd64.deb                    bd36a46eb980d70d1116943a2be4a849        
buster          amd64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_amd64.deb                    071419717aef69aedd933be5b8563948        
focal           amd64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_amd64.deb                    667afa6fe6304bb2b7e8a79e2745e4ce        
jammy           amd64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_amd64.deb                    e4ce9caf857e57911ee1fc0fcde7470a        
bionic          arm64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_arm64.deb                    0beb1f8fdac3b5829fdb679142136b18        
buster          arm64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_arm64.deb                    12448b2d72d941a704471c57e7a7acb4        
focal           arm64         transmission                transmission-cli                3.00                   transmission-cli_3.00-1mod1_arm64.deb                    cad1fbf1db643784ea78d7138eb5ac9e        
bionic          amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
bionic          arm64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
bionic          armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
bullseye        amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
buster          amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
buster          arm64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
buster          armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
focal           amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
focal           arm64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
focal           armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
jammy           amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   e6cd76fdc1f2c6bd5c052c1381a003d2        
jessie          amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   535d0c05fd0c3d52fa53294bca454750        
jessie          armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   301914acd22171740eb4fa4f9f2494df        
stretch         amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   ddc30cd7ac406e008dc01850946944ef        
stretch         arm64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   ddc30cd7ac406e008dc01850946944ef        
stretch         armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   ddc30cd7ac406e008dc01850946944ef        
xenial          amd64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   bb069d2042323e46b02618b5be47205f        
xenial          arm64         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   f70c15e7a847bae65155f312386def63        
xenial          armhf         transmission                transmission-common             2.94                   transmission-common_2.94-1mod1_all.deb                   5e4a37170f3af4e5c30eb9d066279fea        
bionic          amd64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
bionic          arm64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
bullseye        amd64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
buster          amd64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
buster          arm64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
focal           amd64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
focal           arm64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
jammy           amd64         transmission                transmission-common             3.00                   transmission-common_3.00-1mod1_all.deb                   c55302048c4a242b97fb456228978a2b        
bionic          amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 f75d5ad1f9f7cbc191fdca2dcf8c8439        
bullseye        amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 58f70e200ed89e944fba731e7b1f08b6        
buster          amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 47f479863a5ee4e818888300167a6ed6        
focal           amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 3e635e201d83351874de96df830a9e21        
jammy           amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 20a6e094d531a09ec9f1b69df1503cd6        
jessie          amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 c70e74b045bb363051a80665608daf4e        
stretch         amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 b06757cdf661e04882178996eaddb7eb        
xenial          amd64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_amd64.deb                 20de06c31eed9c4d311263cb813d6e7b        
bionic          arm64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_arm64.deb                 88d3f5d9494cdfc67f3b55b4f59b42e8        
buster          arm64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_arm64.deb                 dbe449be9becb0120a81e8603ebf49e8        
focal           arm64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_arm64.deb                 3f1104bfb22a63ba16789e54dee3af05        
stretch         arm64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_arm64.deb                 1bff4886878a11a92e7d6bc85dfe2a96        
xenial          arm64         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_arm64.deb                 24bfe2a7aa719acae0a6fbd826410ad8        
bionic          armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 58380544344b41397a4a8a1074184bc9        
buster          armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 aaba5051e6c6771c5462890805e7bdb4        
focal           armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 1e2e76fc3052461c44f9db18ccf45736        
jessie          armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 f186ba866c9a3dd52cc571a98d291e13        
stretch         armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 8cf997c4624f22aea942541b7f096da1        
xenial          armhf         transmission                transmission-daemon             2.94                   transmission-daemon_2.94-1mod1_armhf.deb                 fae2d12b27f7b22e81b392f11ea10a6f        
bionic          amd64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_amd64.deb                 a9abeeea64f05b26f77a26cbcf2b24a3        
bullseye        amd64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_amd64.deb                 0b7024db697e4b5b67ef1305abc60045        
buster          amd64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_amd64.deb                 923830e6ffb5fc3f4b186abd8cf2ca95        
focal           amd64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_amd64.deb                 6741599469b109a85987d5bc49bcf214        
jammy           amd64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_amd64.deb                 67423a6e7b8604ac301cf87b16d0222f        
bionic          arm64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_arm64.deb                 75a6fff9fc4518cb497f91ecd5ca6ba2        
buster          arm64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_arm64.deb                 5e3a6211852fe645c17170933c0c1d54        
focal           arm64         transmission                transmission-daemon             3.00                   transmission-daemon_3.00-1mod1_arm64.deb                 6b18addd469a6ef5b907ee04ae9d3a9d        
bionic          amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    e7ab9c8bb4106968b2ef4d67fd236bcd        
bullseye        amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    57cdc081e176af6908c6a1761942772e        
buster          amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    a57cddf597c7f00eee3996c8479b0819        
focal           amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    4183891c550f09d2c581ea0e54515a83        
jammy           amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    91d4815860401cbbaa8733dadedc6f95        
jessie          amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    21ea663a1819d925c3913e541807da00        
stretch         amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    0471bf4039b01a4ab32cec8617f619c4        
xenial          amd64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_amd64.deb                    c98395b1bc5c7f295a455f5576bcfcc2        
bionic          arm64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_arm64.deb                    8568203f8e90187ce346d1f51188e056        
buster          arm64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_arm64.deb                    6080c1d2996890cdaafad3e04b74aaa3        
focal           arm64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_arm64.deb                    717e64d466c86567a77fb6682c8cbb74        
stretch         arm64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_arm64.deb                    c871fc60c4dd8febbeac71f9f0fb2f32        
xenial          arm64         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_arm64.deb                    825dc9b8983070b212f1961aae1e012b        
bionic          armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    0888e3a5376bfc0d3ff0c9a084cfe2bf        
buster          armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    97fff417bc6609579bbac0056df91f8b        
focal           armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    c3982328654f8fad1faae6ed88ea3575        
jessie          armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    3d2f8abb501176a2bc989e0c35f3b44f        
